,_id,brewery,name,category,style,updated,abv,description,ibu,srm,upc
351,beer_Bad_Boy_Oktoberfest,JJ Bitting Brewing,Bad Boy Oktoberfest,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,,,,,
352,beer_Bad_Moon_Porter,DuClaw,Bad Moon Porter,Irish Ale,Porter,2010-07-22 20:00:20,5.1,"A complex, robust porter, Bad Moon is medium to full bodied with a slightly sweet, malty presence combined with hints of chocolate and coffee. This is a full-bodied beer that gets its chocolate and coffee-like flavors and color from the use of generous amounts of roasted malts. It has a smooth finish and a balanced hop character.",,,
353,beer_Bad_Penny,Big Boss Brewing Company,Bad Penny,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,5.5,"This dark brown ale is slightly sweet with a caramel and dark fruit finish. A show case of fine English malts, floor malted the old way. We use pale, chocolate, and crystal malts to produce a complex, but easy drinking dark ale. Very reminescent of northern English ales.",,,
354,beer_Bad_Seed_Pumpkin_Ale,Basil T's Brew Pub and Italian Grill,Bad Seed Pumpkin Ale,,,2010-07-22 20:00:20,,,,,
355,beer_Bagpiper's_Scottish_Ale,Pennichuck Brewing Company,Bagpiper's Scottish Ale,British Ale,Scotch Ale,2010-07-22 20:00:20,9,,,,
356,beer_Bah_Humbug,Wychwood Brewery,Bah Humbug,British Ale,Old Ale,2010-07-22 20:00:20,6,,,,
357,beer_Bajuvator_Doppelbock,Tucher Bru,Bajuvator Doppelbock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,7.2,,,,
358,beer_Bak,Dreher Srgyrak Zrt.,Bak,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,7.3,,,,
359,beer_Balashi,Brouwerij Nacional Balashi,Balashi,German Lager,German-Style Pilsener,2010-07-22 20:00:20,5,,,,
360,beer_Balboa_Cerveza_Pilsner,Cervecera Nacional,Balboa Cerveza Pilsner,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
361,beer_Baltas_Alus,vyturio Alaus Darykla,Baltas Alus,German Ale,South German-Style Hefeweizen,2010-07-22 20:00:20,5.2,,,,
362,beer_Baltic_Porter,Lancaster Brewing Co.,Baltic Porter,Irish Ale,Porter,2010-07-22 20:00:20,7.5,"A traditional lager-style beer, with its dark color and medium body, has a defined hop flavor balanced by the smoothness of extra special roasted malt. This healthy dose of over six malt flavors makes this beer perfect for the transition from winter into spring.",,,
363,beer_Baltic_Thunder,Victory Brewing,Baltic Thunder,North American Ale,American-Style Stout,2010-07-22 20:00:20,8.5,"Truly a worldly beer. Baltic Thunder represents the Baltic Porter style admirably. Exhibiting the enticing, toffee roast of the British porter that originated the style in the 18th century, and the soothing, subtle fruit nuance of contemporary brews that flourish from Helsinki to Vilnius today, this dark lager honors the Baltic god of thunder.  Created by an inspired collaboration of brewers and tempered with a touch of turmoil, Baltic Thunder rolls on to bring you enchanting light as the darkness fades.",,,
364,beer_Baltika_#5,Pivzavod Baltika /,Baltika #5,North American Lager,American-Style Lager,2010-07-22 20:00:20,5.3,,,,
365,beer_Baltika_#8,Pivzavod Baltika /,Baltika #8,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,5,,,,
366,beer_Baltika_#9,Pivzavod Baltika /,Baltika #9,North American Lager,American-Style Lager,2010-07-22 20:00:20,8,,,,
367,beer_Baltika_6,Baltika Breweries,Baltika 6,Other Lager,Baltic-Style Porter,2011-02-15 20:00:29,7,"appearance:  deep, dark brown to black, deep tan head
smell/taste: sweet, malty, roasted coffee, molasses
full-bodied, smooth, minimal carbonation 
",20,30,2147483647.0
368,beer_Baltika_6_Porter,Pivzavod Baltika /,Baltika 6 Porter,Irish Ale,Porter,2010-07-22 20:00:20,7,,,,
369,beer_Bamberger_Gold,Klosterbru Bamberg,Bamberger Gold,,,2010-07-22 20:00:20,5,,,,
370,beer_Bamberger_Herren_Pils,Keesmann Bru,Bamberger Herren Pils,,,2010-07-22 20:00:20,4.6,,,,
371,beer_Bamberger_SchwÃ¤rzla,Klosterbru Bamberg,Bamberger SchwÃ¤rzla,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,,,,,
372,beer_Bam_BiÃ¨re,Jolly Pumpkin Artisan Ales,Bam BiÃ¨re,Belgian and French Ale,French & Belgian-Style Saison,2010-07-22 20:00:20,4.5,"An artisan farmhouse ale that is golden, naturally cloudy, bottle conditioned and dry hopped for a perfectly refreshing balance of spicy malts, hops and yeast.",,,
373,beer_Bam_Noire,Jolly Pumpkin Artisan Ales,Bam Noire,Belgian and French Ale,French & Belgian-Style Saison,2010-07-22 20:00:20,4.3,"Dark, smooth, delicious.  Aromas of worn leather and cool autumn nights. Notes of sweet plum and toasted raisin, hints of coffee and cacao. Lingering tart and refreshing finish.  Only available for a few short months.  Not to be missed.",,,
374,beer_Bandit_Brown,Northwoods Brewpub Grill,Bandit Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
375,beer_Bandit_IPA,Raccoon River Brewing,Bandit IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
376,beer_Bankers_Gold,Amherst Brewing Company,Bankers Gold,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,4.6,"Just another day at the bank. Very light, mild ale with a subtle hop finish. Brewed once a year in early Spring.",,,
377,beer_Baracktoberfest,Saint Louis Brewery / Schlafy Tap Room,Baracktoberfest,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,,,,,
378,beer_Barbary_Coast_Brand_Gold_Rush_Style_Beer,Tunner's Guild Brewing Systems,Barbary Coast Brand Gold Rush Style Beer,,,2010-07-22 20:00:20,,,,,
379,beer_Barelegs_Brew,Strangford Lough Brewing Company Ltd,Barelegs Brew,British Ale,Classic English-Style Pale Ale,2010-07-22 20:00:20,4.5,"Golden with a hint of red (towards sunset). Barelegs tastes of fresh fruit, especially red current and malt fragrance. Full drinking with a subtle hoppy finish. Refreshing for a beer of this strength.",,,
380,beer_Barely_Blond,Firehouse Brewing,Barely Blond,,,2010-07-22 20:00:20,,,,,
381,beer_Bare_Knuckle_Stout,Anheuser-Busch,Bare Knuckle Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
382,beer_Baritone_Red,Moonlight Brewing,Baritone Red,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
383,beer_Barking_Fish_Porter,TwoRows Restaurant & Brewery - Dallas,Barking Fish Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
384,beer_Barktoberfest,Thirsty Dog Brewing,Barktoberfest,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,6,"A traditional old world German Oktoberfest made with German grains, yeast and hops.",,,
385,beer_Barleywine,Coast Range Brewing,Barleywine,,,2010-07-22 20:00:20,,,,,
386,beer_Barley_Wine_2001,Green Bay Brewing,Barley Wine 2001,,,2010-07-22 20:00:20,,,,,
387,beer_Barley_Wine_Ale,Dick's Brewing,Barley Wine Ale,,,2010-07-22 20:00:20,10,,,,
388,beer_Barney_Flats_Oatmeal_Stout,Anderson Valley Brewing,Barney Flats Oatmeal Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,5.7,"With its deep, dark brown-black color, thick, full-bodied, velvety-smooth mouth feel, mocha character, and, strong yet subtle hop bite,  Barney Flats Oatmeal Stout  is one of the thickest, richest, and most complex stouts on the market today. In 1990, it became our first gold medal winner, at the Great American Beer Festival.  Barney Flats  was judged so superior to the other stouts that no other medals were even awarded in its catagory. Try it and see why Stewart Kallen described it as, ""Slippery, creamy, dark, and sweet as a Pacific May morning,"" in his book,  The 50 Greatest Beers in the World

Barney Flats Oatmeal Stout Most recently won the Silver Medal at the 2004 World Beer Cup® and the Bronze Medal at the 2004 GABF , as well as several other medals . Click the blue ribbon to see the entire list.

As with all of our products, Barney Flats Oatmeal Stout is never sterile filtered nor heat pasteurized, and should be stored in refrigeration. However, to fully enjoy its rich and complex flavor, it should be served between 40° and 45°F",,,
389,beer_Barnstormer_Brown_Ale,Flyers Restraunt and Brewery,Barnstormer Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,5,"As the name implies, a rich deep brown ale in color with dark amber highlights.  The flavor is slightly sweet with hints of nuts and toffee finishing smooth with no after taste.",,,
390,beer_Barnstormer_Pale_Ale,Flying Bison Brewing,Barnstormer Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,4.8,"Our American Pale Ale. Made with American pale malt for a brilliant straw gold color, American hops (Cascade) for a refreshing citrusy hop character, and our signature ale yeast for a clean smooth finish. Available on draft, and seasonally in our Mixed",,,
391,beer_Barock-Dunkel,Klosterbrauerei Weltenburg,Barock-Dunkel,,,2010-07-22 20:00:20,4.7,,,,
392,beer_Baron_Helles_Bock,Baron Brewing Company,Baron Helles Bock,German Lager,German-Style Heller Bock/Maibock,2010-07-22 20:00:20,6.4,"The Helles-Bock is similar to a traditional Maibock. Bocks are traditionally brewed in the winter / early spring months and are served during the spring / early summer months. The Helles Bock has a copper golden color with a brilliant white head. The body showcases a clean sweet maltiness that is offset by just enough hops to balance it. Very smooth and easy, drinkable yet deceptive at 6.4%.

All ingredients for the beer are imported from Germany. Brewed in accordance to the German Beer Purity Law (Reinheitsgebot) of 1516.",,,
393,beer_Baron_Oktoberfest,Baron Brewing Company,Baron Oktoberfest,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,,"The Baron Oktoberfest is a traditional German Style Oktoberfest / Marzen. Deep copper/amber in color with a rich but light malt flavor. Finishes crisp and easy, leaving the mouth desiring more. We age the Oktoberfest for a full three months to guarantee a fantastically smooth beer.

All ingredients for the beer are imported from Germany. Brewed in accordance to the German Beer Purity Law (Reinheitsgebot) of 1516.",,,
394,beer_Baron_Pilsner,Baron Brewing Company,Baron Pilsner,German Lager,German-Style Pilsener,2010-07-22 20:00:20,4.7,"Our pilsner is a traditional Northern German Style Pilsner. It has a fantastic malty aroma with a slight spice from the hops. The head is brilliant white and floats on the clean pale lager. The sparkling mouthfeel gives way to a soft malt sweetness that is followed by a long, dry, crisp finish. The balanced clean finish taunts the mouth to take another drink. Lagered for a minimum of 8-12 weeks to ensure smoothness and drinkability.

All ingredients for the beer are imported from Germany. Brewed in accordance to the German Beer Purity Law (Reinheitsgebot) of 1516.",,,
395,beer_Baron_Schwarzbier,Baron Brewing Company,Baron Schwarzbier,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,4.9,"The Baron Schwarzbier is a classic German black lager, deep black with ruby and brown highlights. At first the Schwarzbier starts with a slight roasty nose and taste, followed by a faint chocolate-malty body with a very crisp, clean, lagered finish. Lagered for an average of 10-12 weeks to provide a very smooth, easy drinking Schwarzbier with full flavor provided by the dark malts. 

All ingredients for the beer are imported from Germany. Brewed in accordance to the German Beer Purity Law (Reinheitsgebot) of 1516.",,,
396,beer_Barrel-Aged_B.O.R.I.S._Imperial_Stout,Hoppin Frog Brewery,Barrel-Aged B.O.R.I.S. Imperial Stout,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,9.4,"Made from our B.O.R.I.S. Imperial Stout, that was rated one of the Worldâs 50 Best Beers, and won the Gold Medal at the GABF in 2008. BARREL-AGED B.O.R.I.S. has picked up rich characters of vanilla, dark fruit, oak, and spice. Itâs unbelievably complex and savory",,,
397,beer_Barrel-Aged_Blind_Date_Ale,Four Peaks Brewing,Barrel-Aged Blind Date Ale,Belgian and French Ale,Other Belgian-Style Ales,2010-07-22 20:00:20,7.5,"This is the old tried and true Blind Date Ale of old. It is based on an English Olde Ale but has an addition of 300 pounds of Arizona grown Medjool dates. The dates contribute a complexity and sweetness that the malt alone cannot. This Blind Date has been aged for three months in Jim Beam oak bourbon barrels. The oak and bourbon lend flavors of vanilla, wood, and of course, bourbon. These flavors layered with the dates created a big, multi-leveled ale. The alcohol content is about 7.5% alc/vol. You'll have to get to Four Peaks quick since we only have a few kegs of this unique beer.",,,
398,beer_Barrel_Aged_Synapse_ESB,The Livery,Barrel Aged Synapse ESB,British Ale,Extra Special Bitter,2010-07-22 20:00:20,6,"Extra Special Bitter, or ESB, were the benchmark beers for British brewers to serve to their special customers. Brewed with British pale and crystal malt, this reddish copper beer finishes with a subtle dose of English Fuggles hops.",,,
399,beer_Barrel_Select_Pils,Great Lakes Brewing,Barrel Select Pils,,,2010-07-22 20:00:20,,,,,
400,beer_Barristers_Bitter,Sacramento Brewing Company,Barristers Bitter,British Ale,Extra Special Bitter,2010-07-22 20:00:20,4,Low in alcohol but big in flavor. This beer is dry hopped like an IPA but the alcohol and bitterness have been reduced for a great session beer.,,,
401,beer_Bartles_and_Lager,Upper Mississippi Brewing,Bartles and Lager,North American Lager,American-Style Lager,2010-07-22 20:00:20,4,,,,
402,beer_Bar_Harbor_Blueberry_Ale,Atlantic Brewing Company,Bar Harbor Blueberry Ale,,,2010-07-22 20:00:20,,It does have a nice hint of wheat and blueberries to it.,,,
403,beer_Bar_Harbor_Real_Ale,Atlantic Brewing Company,Bar Harbor Real Ale,,,2010-07-22 20:00:20,5.2,"A good, clean nutbrown ale with a malty body. This is our most popular ale due to its smooth and malty flavor.

We use a mixture of pale, crystal and black malts in this one, and our primary hop is Target, though we also add some Whitbread Goldings Variation as well.

The Real Ale is best fresh, so fresh in fact, that it's great right out of the bright tank.",,,
404,beer_Base_Camp_Golden_Ale,Fifty Fifty Brewing Co.,Base Camp Golden Ale,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,4.9,"The lightest of FiftyFifty's ales, Base Camp is a thirst quenching delight. Pale straw to light gold in color, this beer has a mild malt flavor combined with light bitterness and hop flavor. This beer finishes dry and is very light and refreshing on the palate. Base Camp is a ""session beer"", meaning you can easily toss back a few in one sitting. So go ahead, pull up a chair and camp out for awhile.",,,
405,beer_Bass_Pale_Ale,Bass Brewers,Bass Pale Ale,British Ale,Classic English-Style Pale Ale,2010-07-22 20:00:20,5,,,,
406,beer_Batch_666,Appalachian Brewing Company,Batch 666,Other Style,Winter Warmer,2010-07-22 20:00:20,7.7,,,,
407,beer_Batch_7000,Bell's Brewery Inc.,Batch 7000,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,12,"Batch 7000 is part of our commemorative series celebrating our progress with special brews. Our 7,000th batch is a special recipe to be brewed only once.",,,
